Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
29,9,2123.61,good,high,high,VIP
287,3,702.0,bad,medium,high,Loyal
149,5,402.0,bad,medium,medium,Loyal
22,2,484.82,good,low,medium,At Risk
395,2,406.3,bad,low,medium,Lost
0,19,6640.8,,high,high,VIP
85,7,2571.55,medium,high,high,Loyal
401,4,830.16,bad,medium,high,Loyal
45,4,2425.16,medium,medium,high,Loyal
470,2,742.36,bad,low,high,Lost
4,8,1636.32,good,high,high,VIP
50,7,1120.1,medium,high,high,Loyal
428,1,81.36,bad,low,low,Lost
550,1,242.06,bad,low,medium,Lost
17,1,195.36,good,low,medium,At Risk
29,3,671.7,good,medium,high,Loyal
724,1,384.16,bad,low,medium,Lost
7,3,586.33,good,medium,high,Loyal
28,3,1842.56,good,medium,high,Loyal
576,1,552.4,bad,low,high,Lost
2,29,14110.61,good,high,high,VIP
40,6,2287.7,medium,medium,high,Loyal
10,11,4012.2,good,high,high,VIP
541,2,935.62,bad,low,high,Lost
441,6,1182.22,bad,medium,high,Loyal
30,2,260.0,good,low,medium,At Risk
416,3,800.18,bad,medium,high,Loyal
44,3,95.85,medium,medium,low,Loyal
60,5,1510.6399999999999,medium,medium,high,Loyal
184,3,208.98,bad,medium,medium,Loyal
78,9,1327.1100000000001,medium,high,high,Loyal
580,3,1593.83,bad,medium,high,Loyal
110,7,2137.3,bad,high,high,Loyal
63,1,146.87,medium,low,medium,At Risk
11,6,2773.85,good,medium,high,VIP
547,8,3004.6,bad,high,high,Loyal
85,4,1332.79,medium,medium,high,Loyal
15,5,1283.92,good,medium,high,VIP
245,4,613.59,bad,medium,high,Loyal
382,1,176.9,bad,low,medium,Lost
87,1,1267.32,medium,low,high,At Risk
29,2,743.17,good,low,high,At Risk
603,1,1954.99,bad,low,high,Lost
137,2,463.25,bad,low,medium,Lost
26,6,1686.28,good,medium,high,VIP
2,5,1044.3799999999999,good,medium,high,VIP
31,8,2616.55,medium,high,high,Loyal
24,12,11962.3,good,high,high,VIP
112,5,827.6800000000001,bad,medium,high,Loyal
156,5,1906.07,bad,medium,high,Loyal
84,6,2289.23,medium,medium,high,Loyal
117,7,2071.68,bad,high,high,Loyal
2,19,9947.48,good,high,high,VIP
95,11,4691.79,bad,high,high,Loyal
193,4,714.39,bad,medium,high,Loyal
27,1,413.75,good,low,medium,At Risk
130,1,498.48,bad,low,medium,Lost
27,5,1356.33,good,medium,high,VIP
445,1,239.55,bad,low,medium,Lost
737,1,128.60000000000002,bad,low,medium,Lost
595,1,294.74,bad,low,medium,Lost
81,3,1179.89,medium,medium,high,Loyal
29,9,5602.53,good,high,high,VIP
265,1,234.24,bad,low,medium,Lost
73,11,5232.2300000000005,medium,high,high,Loyal
313,6,1208.22,bad,medium,high,Loyal
20,13,3638.53,good,high,high,VIP
58,3,859.35,medium,medium,high,Loyal
637,2,194.7,bad,low,medium,Lost
725,1,228.34,bad,low,medium,Lost
724,3,454.54,bad,medium,medium,Loyal
11,47,9161.08,good,high,high,VIP
27,14,5794.28,good,high,high,VIP
113,2,445.32,bad,low,medium,Lost
27,13,3801.2000000000003,good,high,high,VIP
624,1,282.05,bad,low,medium,Lost
17,4,1446.09,good,medium,high,Loyal
562,1,203.05,bad,low,medium,Lost
17,10,2241.73,good,high,high,VIP
35,6,1242.75,medium,medium,high,Loyal
577,1,306.0,bad,low,medium,Lost
35,2,378.2,medium,low,medium,At Risk
77,1,118.80000000000001,medium,low,medium,At Risk
21,7,957.53,good,high,high,VIP
24,6,964.39,good,medium,high,VIP
32,6,4732.03,medium,medium,high,Loyal
108,9,4049.79,bad,high,high,Loyal
34,3,5202.97,medium,medium,high,Loyal
122,28,7891.41,bad,high,high,Loyal
6,6,2050.08,good,medium,high,VIP
737,1,221.53,bad,low,medium,Lost
27,4,1991.01,good,medium,high,Loyal
385,1,128.45,bad,low,medium,Lost
3,13,3149.48,good,high,high,VIP
2,19,7811.1,good,high,high,VIP
49,11,5594.96,medium,high,high,Loyal
592,1,235.88,bad,low,medium,Lost
321,2,402.20000000000005,bad,low,medium,Lost
22,7,2572.25,good,high,high,VIP
14,11,3759.18,good,high,high,VIP
1,9,1340.45,good,high,high,VIP
381,3,591.0699999999999,bad,medium,high,Loyal
532,1,582.17,bad,low,high,Lost
17,2,971.74,good,low,high,At Risk
9,7,2507.05,good,high,high,VIP
261,1,25.5,bad,low,low,Lost
721,1,424.3,bad,low,medium,Lost
423,1,474.03,bad,low,medium,Lost
158,2,665.78,bad,low,high,Lost
388,1,491.23,bad,low,medium,Lost
32,10,16075.42,medium,high,high,Loyal
663,1,174.95,bad,low,medium,Lost
28,8,1295.46,good,high,high,VIP
164,3,510.7,bad,medium,high,Loyal
46,2,476.58,medium,low,medium,At Risk
502,1,205.17,bad,low,medium,Lost
573,6,2322.59,bad,medium,high,Loyal
5,8,808.62,good,high,high,VIP
7,7,2761.4900000000002,good,high,high,VIP
647,1,389.78,bad,low,medium,Lost
287,1,116.19999999999999,bad,low,medium,Lost
317,1,157.02,bad,low,medium,Lost
2,2,606.91,good,low,high,At Risk
232,1,307.46,bad,low,medium,Lost
402,1,314.74,bad,low,medium,Lost
118,4,570.5,bad,medium,high,Loyal
161,3,977.17,bad,medium,high,Loyal
184,1,298.89,bad,low,medium,Lost
49,1,259.35,medium,low,medium,At Risk
151,9,2070.44,bad,high,high,Loyal
428,5,1155.0300000000002,bad,medium,high,Loyal
334,1,157.09,bad,low,medium,Lost
519,1,31.85,bad,low,low,Lost
4,5,2463.17,good,medium,high,VIP
451,2,1272.8,bad,low,high,Lost
15,12,14622.33,good,high,high,VIP
106,3,637.1,bad,medium,high,Loyal
15,10,1954.16,good,high,high,VIP
661,1,231.68,bad,low,medium,Lost
415,6,1133.63,bad,medium,high,Loyal
275,7,4417.27,bad,high,high,Loyal
15,25,19584.46,good,high,high,VIP
246,1,465.32,bad,low,medium,Lost
417,4,754.33,bad,medium,high,Loyal
238,4,1283.75,bad,medium,high,Loyal
416,2,924.11,bad,low,high,Lost
0,2,984.57,,low,high,At Risk
512,4,3120.91,bad,medium,high,Loyal
105,13,5860.24,bad,high,high,Loyal
22,9,3199.95,good,high,high,VIP
51,1,124.88,medium,low,medium,At Risk
450,1,143.10000000000002,bad,low,medium,Lost
376,6,1375.65,bad,medium,high,Loyal
734,1,231.90000000000003,bad,low,medium,Lost
194,4,2016.5,bad,medium,high,Loyal
23,1,213.78,good,low,medium,At Risk
74,1,329.34,medium,low,medium,At Risk
17,7,892.46,good,high,high,VIP
491,1,591.87,bad,low,high,Lost
7,19,5151.9,good,high,high,VIP
31,5,1980.0,medium,medium,high,Loyal
21,5,2099.59,good,medium,high,VIP
30,17,10209.16,good,high,high,VIP
443,1,856.01,bad,low,high,Lost
28,10,1715.46,good,high,high,VIP
21,4,699.78,good,medium,high,Loyal
32,7,2467.35,medium,high,high,Loyal
283,6,1794.32,bad,medium,high,Loyal
38,2,206.34,medium,low,medium,At Risk
379,3,867.11,bad,medium,high,Loyal
498,1,400.2,bad,low,medium,Lost
57,3,1156.73,medium,medium,high,Loyal
373,2,178.68,bad,low,medium,Lost
288,2,384.59,bad,low,medium,Lost
78,3,956.5699999999999,medium,medium,high,Loyal
4,8,3766.6,good,high,high,VIP
217,1,59.9,bad,low,low,Lost
43,4,1443.69,medium,medium,high,Loyal
201,3,902.3199999999999,bad,medium,high,Loyal
504,1,119.5,bad,low,medium,Lost
730,1,436.71,bad,low,medium,Lost
177,6,1507.26,bad,medium,high,Loyal
55,11,2256.98,medium,high,high,Loyal
56,3,465.37,medium,medium,medium,Loyal
422,2,321.3,bad,low,medium,Lost
7,6,3347.31,good,medium,high,VIP
568,2,198.41000000000003,bad,low,medium,Lost
591,3,229.46,bad,medium,medium,Loyal
46,2,144.0,medium,low,medium,At Risk
226,2,467.71,bad,low,medium,Lost
10,13,4592.93,good,high,high,VIP
105,5,957.63,bad,medium,high,Loyal
58,7,1743.04,medium,high,high,Loyal
27,15,4836.05,good,high,high,VIP
535,1,77.83,bad,low,low,Lost
35,9,2310.04,medium,high,high,Loyal
273,3,812.5,bad,medium,high,Loyal
654,1,562.98,bad,low,high,Lost
427,1,352.9,bad,low,medium,Lost
29,1,1013.01,good,low,high,At Risk
23,3,1213.88,good,medium,high,Loyal
581,1,145.12,bad,low,medium,Lost
386,4,356.71,bad,medium,medium,Loyal
53,4,1242.04,medium,medium,high,Loyal
420,1,160.65,bad,low,medium,Lost
35,10,5575.88,medium,high,high,Loyal
174,9,5504.6900000000005,bad,high,high,Loyal
53,3,999.35,medium,medium,high,Loyal
52,1,204.24,medium,low,medium,At Risk
651,1,303.21999999999997,bad,low,medium,Lost
395,1,115.35,bad,low,medium,Lost
648,3,611.6,bad,medium,high,Loyal
392,1,253.37,bad,low,medium,Lost
26,13,4046.65,good,high,high,VIP
252,3,794.41,bad,medium,high,Loyal
39,13,5182.3,medium,high,high,Loyal
59,6,1069.1200000000001,medium,medium,high,Loyal
463,1,186.15,bad,low,medium,Lost
553,1,65.05,bad,low,low,Lost
233,2,218.0,bad,low,medium,Lost
3,18,4192.68,good,high,high,VIP
31,2,259.13,medium,low,medium,At Risk
23,21,4481.75,good,high,high,VIP
6,5,978.52,good,medium,high,VIP
64,6,1605.01,medium,medium,high,Loyal
309,3,873.53,bad,medium,high,Loyal
500,1,100.86,bad,low,medium,Lost
581,1,131.15,bad,low,medium,Lost
308,3,900.12,bad,medium,high,Loyal
18,12,2022.03,good,high,high,VIP
15,13,3177.24,good,high,high,VIP
95,2,318.76,bad,low,medium,Lost
263,18,9924.95,bad,high,high,Loyal
11,25,7197.04,good,high,high,VIP
2,2,421.52,good,low,medium,At Risk
34,3,560.86,medium,medium,high,Loyal
182,1,149.89000000000001,bad,low,medium,Lost
24,8,1904.8799999999999,good,high,high,VIP
12,12,1929.26,good,high,high,VIP
10,4,1002.08,good,medium,high,Loyal
2,32,7783.1,good,high,high,VIP
312,4,1189.45,bad,medium,high,Loyal
595,1,130.6,bad,low,medium,Lost
384,12,2744.14,bad,high,high,Loyal
107,5,2889.28,bad,medium,high,Loyal
0,69,20889.86,,high,high,VIP
52,5,1826.04,medium,medium,high,Loyal
204,2,371.63,bad,low,medium,Lost
546,2,38.92,bad,low,low,Lost
14,1,282.19,good,low,medium,At Risk
119,2,546.16,bad,low,high,Lost
428,1,68.03,bad,low,low,Lost
3,2,384.52,good,low,medium,At Risk
362,3,812.4300000000001,bad,medium,high,Loyal
116,2,353.86,bad,low,medium,Lost
17,1,178.26,good,low,medium,At Risk
4,3,470.73,good,medium,medium,Loyal
40,4,799.13,medium,medium,high,Loyal
106,5,498.93,bad,medium,medium,Loyal
435,2,192.73,bad,low,medium,Lost
396,2,417.3,bad,low,medium,Lost
147,6,1889.34,bad,medium,high,Loyal
410,1,120.95,bad,low,medium,Lost
509,1,230.44,bad,low,medium,Lost
51,11,2757.62,medium,high,high,Loyal
207,1,63.440000000000005,bad,low,low,Lost
423,1,279.59,bad,low,medium,Lost
138,2,562.9,bad,low,high,Lost
1,5,517.73,good,medium,high,VIP
126,2,317.62,bad,low,medium,Lost
107,11,1733.8899999999999,bad,high,high,Loyal
385,1,537.46,bad,low,high,Lost
468,2,604.4,bad,low,high,Lost
735,1,210.39,bad,low,medium,Lost
41,4,2148.63,medium,medium,high,Loyal
423,1,141.12,bad,low,medium,Lost
34,2,577.38,medium,low,high,At Risk
382,1,114.52,bad,low,medium,Lost
401,1,508.39,bad,low,high,Lost
227,2,1065.3500000000001,bad,low,high,Lost
240,2,271.24,bad,low,medium,Lost
57,1,187.82999999999998,medium,low,medium,At Risk
437,1,118.85999999999999,bad,low,medium,Lost
373,6,797.8499999999999,bad,medium,high,Loyal
129,5,2339.66,bad,medium,high,Loyal
378,1,188.46,bad,low,medium,Lost
59,8,2793.16,medium,high,high,Loyal
627,2,428.34,bad,low,medium,Lost
21,3,395.48,good,medium,medium,Loyal
25,21,4111.96,good,high,high,VIP
8,11,2499.98,good,high,high,VIP
31,9,2079.39,medium,high,high,Loyal
3,8,1501.44,good,high,high,VIP
307,1,550.8000000000001,bad,low,high,Lost
471,2,271.75,bad,low,medium,Lost
7,17,3774.23,good,high,high,VIP
668,2,467.78999999999996,bad,low,medium,Lost
28,3,556.95,good,medium,high,Loyal
729,1,338.13,bad,low,medium,Lost
16,1,131.78,good,low,medium,At Risk
100,5,957.5600000000001,bad,medium,high,Loyal
11,6,1016.08,good,medium,high,VIP
390,2,393.64,bad,low,medium,Lost
20,2,330.43,good,low,medium,At Risk
14,5,1135.63,good,medium,high,VIP
360,1,250.04,bad,low,medium,Lost
533,1,111.5,bad,low,medium,Lost
648,1,2135.46,bad,low,high,Lost
10,21,9782.35,good,high,high,VIP
394,11,3999.8900000000003,bad,high,high,Loyal
392,2,4511.76,bad,low,high,Lost
94,3,330.59000000000003,bad,medium,medium,Loyal
386,2,1025.1,bad,low,high,Lost
77,6,3566.56,medium,medium,high,Loyal
138,3,644.3,bad,medium,high,Loyal
30,1,2328.84,good,low,high,At Risk
24,17,4904.43,good,high,high,VIP
1,43,9650.6,good,high,high,VIP
419,1,124.45,bad,low,medium,Lost
45,3,2600.34,medium,medium,high,Loyal
724,1,164.28,bad,low,medium,Lost
668,1,29.1,bad,low,low,Lost
99,6,2895.77,bad,medium,high,Loyal
7,6,1741.18,good,medium,high,VIP
375,5,922.59,bad,medium,high,Loyal
14,12,1565.59,good,high,high,VIP
17,12,2301.87,good,high,high,VIP
279,3,609.5699999999999,bad,medium,high,Loyal
407,2,321.95,bad,low,medium,Lost
409,2,152.35,bad,low,medium,Lost
672,1,104.7,bad,low,medium,Lost
13,5,1004.4300000000001,good,medium,high,VIP
22,4,423.8,good,medium,medium,Loyal
123,1,175.2,bad,low,medium,Lost
527,5,838.27,bad,medium,high,Loyal
85,1,494.25,medium,low,medium,At Risk
301,3,635.15,bad,medium,high,Loyal
383,2,508.0,bad,low,high,Lost
471,1,81.12,bad,low,low,Lost
150,4,2027.8700000000001,bad,medium,high,Loyal
16,17,12142.57,good,high,high,VIP
93,3,362.36,bad,medium,medium,Loyal
29,18,22404.82,good,high,high,VIP
156,5,1889.83,bad,medium,high,Loyal
379,4,1227.54,bad,medium,high,Loyal
354,6,1259.94,bad,medium,high,Loyal
45,2,468.11,medium,low,medium,At Risk
14,10,1604.68,good,high,high,VIP
3,26,5323.0,good,high,high,VIP
85,1,228.96,medium,low,medium,At Risk
14,9,2476.41,good,high,high,VIP
178,5,852.25,bad,medium,high,Loyal
7,7,1906.041,good,high,high,VIP
35,12,1988.23,medium,high,high,Loyal
695,1,36.25,bad,low,low,Lost
128,4,3242.0,bad,medium,high,Loyal
50,4,3143.46,medium,medium,high,Loyal
385,1,285.11,bad,low,medium,Lost
311,5,946.47,bad,medium,high,Loyal
23,2,388.14,good,low,medium,At Risk
302,5,866.05,bad,medium,high,Loyal
10,2,284.46,good,low,medium,At Risk
16,6,1231.3799999999999,good,medium,high,VIP
48,5,880.64,medium,medium,high,Loyal
238,7,1024.04,bad,high,high,Loyal
394,3,940.86,bad,medium,high,Loyal
0,28,12070.42,,high,high,VIP
12,15,8224.98,good,high,high,VIP
431,2,1096.24,bad,low,high,Lost
237,1,168.4,bad,low,medium,Lost
22,14,2826.14,good,high,high,VIP
455,1,979.1999999999999,bad,low,high,Lost
72,4,446.18,medium,medium,medium,Loyal
16,6,662.55,good,medium,high,VIP
40,28,4377.56,medium,high,high,Loyal
39,7,1167.5,medium,high,high,Loyal
218,3,727.11,bad,medium,high,Loyal
198,4,660.55,bad,medium,high,Loyal
70,4,453.64,medium,medium,medium,Loyal
23,78,18319.41,good,high,high,VIP
373,1,10.95,bad,low,low,Lost
10,1,404.66,good,low,medium,At Risk
433,3,645.0,bad,medium,high,Loyal
8,38,40002.37,good,high,high,VIP
64,8,902.28,medium,high,high,Loyal
3,2,309.99,good,low,medium,At Risk
18,3,507.55,good,medium,high,Loyal
14,1,261.11,good,low,medium,At Risk
7,7,2812.77,good,high,high,VIP
19,2,784.11,good,low,high,At Risk
77,11,2691.57,medium,high,high,Loyal
0,61,57224.68,,high,high,VIP
420,1,149.3,bad,low,medium,Lost
163,2,508.8,bad,low,high,Lost
306,3,626.56,bad,medium,high,Loyal
410,2,381.15,bad,low,medium,Lost
218,1,203.86999999999998,bad,low,medium,Lost
507,1,97.5,bad,low,low,Lost
38,14,8807.1,medium,high,high,Loyal
21,3,1233.18,good,medium,high,Loyal
114,3,653.38,bad,medium,high,Loyal
125,8,4677.05,bad,high,high,Loyal
540,1,114.85,bad,low,medium,Lost
4,23,5096.18,good,high,high,VIP
35,2,400.57,medium,low,medium,At Risk
3,23,47781.12,good,high,high,VIP
0,3,1031.41,,medium,high,Loyal
332,13,4905.05,bad,high,high,Loyal
411,1,552.9,bad,low,high,Lost
162,3,316.09000000000003,bad,medium,medium,Loyal
184,10,7793.51,bad,high,high,Loyal
15,5,1214.72,good,medium,high,VIP
11,5,1425.38,good,medium,high,VIP
2,16,4417.52,good,high,high,VIP
404,2,560.14,bad,low,high,Lost
43,6,2249.52,medium,medium,high,Loyal
79,1,507.84,medium,low,high,At Risk
29,22,17298.45,good,high,high,VIP
548,1,164.18,bad,low,medium,Lost
41,3,670.0600000000001,medium,medium,high,Loyal
10,18,6500.52,good,high,high,VIP
49,6,1084.43,medium,medium,high,Loyal
385,3,1059.41,bad,medium,high,Loyal
15,11,3594.76,good,high,high,VIP
45,3,1118.95,medium,medium,high,Loyal
18,2,759.17,good,low,high,At Risk
7,13,8077.77,good,high,high,VIP
71,1,100.8,medium,low,medium,At Risk
0,45,31819.760000000002,,high,high,VIP
127,5,1357.46,bad,medium,high,Loyal
32,4,735.17,medium,medium,high,Loyal
312,1,403.3,bad,low,medium,Lost
17,9,1751.39,good,high,high,VIP
87,2,569.96,medium,low,high,At Risk
1,7,2373.82,good,high,high,VIP
410,1,331.35,bad,low,medium,Lost
1,5,534.06,good,medium,high,VIP
529,1,373.17,bad,low,medium,Lost
253,5,1422.77,bad,medium,high,Loyal
655,1,325.74,bad,low,medium,Lost
156,4,323.58,bad,medium,medium,Loyal
731,1,293.35,bad,low,medium,Lost
36,15,4620.3,medium,high,high,Loyal
219,1,534.24,bad,low,high,Lost
147,3,2940.04,bad,medium,high,Loyal
176,2,120.9,bad,low,medium,Lost
39,2,541.53,medium,low,high,At Risk
496,46,14556.97,bad,high,high,Loyal
1,13,4951.15,good,high,high,VIP
7,51,246973.09,good,high,high,VIP
0,7,1721.4,,high,high,VIP
17,2,486.71999999999997,good,low,medium,At Risk
191,10,1547.94,bad,high,high,Loyal
203,1,131.7,bad,low,medium,Lost
364,2,1225.42,bad,low,high,Lost
126,14,5984.8099999999995,bad,high,high,Loyal
14,2,529.58,good,low,high,At Risk
42,2,657.3,medium,low,high,At Risk
93,16,2228.27,bad,high,high,Loyal
22,3,757.46,good,medium,high,Loyal
59,2,675.69,medium,low,high,At Risk
15,7,2557.91,good,high,high,VIP
157,3,1000.94,bad,medium,high,Loyal
425,7,2542.79,bad,high,high,Loyal
9,2,763.28,good,low,high,At Risk
394,1,102.6,bad,low,medium,Lost
9,3,194.8,good,medium,medium,Loyal
15,17,5051.25,good,high,high,VIP
44,11,2804.87,medium,high,high,Loyal
474,1,321.65000000000003,bad,low,medium,Lost
190,4,935.1,bad,medium,high,Loyal
408,2,607.0,bad,low,high,Lost
599,1,1047.0,bad,low,high,Lost
78,1,194.37,medium,low,medium,At Risk
395,2,489.86,bad,low,medium,Lost
612,2,1144.3,bad,low,high,Lost
407,2,1272.8,bad,low,high,Lost
632,1,389.26000000000005,bad,low,medium,Lost
77,2,902.03,medium,low,high,At Risk
3,4,1255.59,good,medium,high,Loyal
486,2,778.19,bad,low,high,Lost
64,4,591.73,medium,medium,high,Loyal
575,2,209.57,bad,low,medium,Lost
260,1,396.87,bad,low,medium,Lost
727,1,160.55,bad,low,medium,Lost
640,1,336.5,bad,low,medium,Lost
58,2,376.64,medium,low,medium,At Risk
0,9,2750.5,,high,high,VIP
0,17,5981.07,,high,high,VIP
247,3,1122.42,bad,medium,high,Loyal
384,1,100.91000000000001,bad,low,medium,Lost
501,1,54.699999999999996,bad,low,low,Lost
7,3,806.72,good,medium,high,Loyal
358,4,1412.89,bad,medium,high,Loyal
389,2,287.25,bad,low,medium,Lost
75,1,272.22,medium,low,medium,At Risk
289,2,1341.39,bad,low,high,Lost
16,3,1138.0,good,medium,high,Loyal
220,2,288.6,bad,low,medium,Lost
8,4,689.1,good,medium,high,Loyal
2,2,558.96,good,low,high,At Risk
205,18,9565.12,bad,high,high,Loyal
161,5,2435.48,bad,medium,high,Loyal
75,1,302.2,medium,low,medium,At Risk
261,2,605.58,bad,low,high,Lost
280,8,4579.23,bad,high,high,Loyal
57,8,6115.14,medium,high,high,Loyal
24,2,514.56,good,low,high,At Risk
2,60,175603.55,good,high,high,VIP
28,18,5467.820000000001,good,high,high,VIP
71,3,1158.8,medium,medium,high,Loyal
127,2,542.83,bad,low,high,Lost
30,9,1617.46,good,high,high,VIP
14,6,957.55,good,medium,high,VIP
308,1,153.94,bad,low,medium,Lost
425,2,329.42,bad,low,medium,Lost
16,15,5109.47,good,high,high,VIP
53,1,546.81,medium,low,high,At Risk
29,5,1278.06,good,medium,high,VIP
1,5,1070.71,good,medium,high,VIP
10,4,652.74,good,medium,high,Loyal
360,3,539.14,bad,medium,high,Loyal
359,3,1161.9,bad,medium,high,Loyal
4,12,4166.04,good,high,high,VIP
53,4,939.37,medium,medium,high,Loyal
0,8,3628.5,,high,high,VIP
609,2,1240.25,bad,low,high,Lost
0,12,3141.51,,high,high,VIP
189,3,1266.82,bad,medium,high,Loyal
385,1,65.34,bad,low,low,Lost
434,1,34.8,bad,low,low,Lost
53,5,1668.83,medium,medium,high,Loyal
279,1,164.4,bad,low,medium,Lost
176,3,364.83,bad,medium,medium,Loyal
29,2,897.62,good,low,high,At Risk
25,1,98.42,good,low,low,At Risk
617,4,1226.57,bad,medium,high,Loyal
24,6,1590.6000000000001,good,medium,high,VIP
509,1,124.46,bad,low,medium,Lost
269,3,341.7,bad,medium,medium,Loyal
549,1,120.05,bad,low,medium,Lost
389,3,960.69,bad,medium,high,Loyal
42,6,1448.54,medium,medium,high,Loyal
375,2,727.85,bad,low,high,Lost
233,4,731.26,bad,medium,high,Loyal
23,2,148.86,good,low,medium,At Risk
196,9,2547.64,bad,high,high,Loyal
358,1,306.84,bad,low,medium,Lost
59,12,3085.29,medium,high,high,Loyal
129,4,3757.6,bad,medium,high,Loyal
0,5,1952.45,,medium,high,VIP
19,5,1057.74,good,medium,high,VIP
205,2,300.67,bad,low,medium,Lost
13,4,575.46,good,medium,high,Loyal
392,1,259.17,bad,low,medium,Lost
512,1,167.62,bad,low,medium,Lost
94,8,1895.8,bad,high,high,Loyal
18,4,722.34,good,medium,high,Loyal
13,7,1122.38,good,high,high,VIP
577,2,392.38,bad,low,medium,Lost
23,3,454.01,good,medium,medium,Loyal
586,1,131.83,bad,low,medium,Lost
7,2,901.21,good,low,high,At Risk
6,9,5356.03,good,high,high,VIP
632,1,382.79,bad,low,medium,Lost
331,1,344.14,bad,low,medium,Lost
381,1,100.0,bad,low,low,Lost
49,5,1703.75,medium,medium,high,Loyal
70,10,723.01,medium,high,high,Loyal
28,3,380.6,good,medium,medium,Loyal
242,1,185.65,bad,low,medium,Lost
666,1,171.7,bad,low,medium,Lost
7,41,9056.81,good,high,high,VIP
644,2,348.75,bad,low,medium,Lost
217,7,1047.33,bad,high,high,Loyal
4,4,753.28,good,medium,high,Loyal
252,5,545.27,bad,medium,high,Loyal
0,43,18757.75,,high,high,VIP
235,5,1450.7,bad,medium,high,Loyal
559,1,135.95,bad,low,medium,Lost
6,6,5309.42,good,medium,high,VIP
108,7,2093.3,bad,high,high,Loyal
618,1,167.4,bad,low,medium,Lost
627,1,181.66,bad,low,medium,Lost
99,7,2939.55,bad,high,high,Loyal
59,18,14049.87,medium,high,high,Loyal
1,3,1479.22,good,medium,high,Loyal
72,8,2776.67,medium,high,high,Loyal
738,1,148.3,bad,low,medium,Lost
3,11,8095.8,good,high,high,VIP
84,4,2497.88,medium,medium,high,Loyal
11,2,388.79,good,low,medium,At Risk
22,13,4920.67,good,high,high,VIP
213,5,3484.09,bad,medium,high,Loyal
380,1,409.98,bad,low,medium,Lost
477,1,52.05,bad,low,low,Lost
17,1,161.67000000000002,good,low,medium,At Risk
238,2,421.48,bad,low,medium,Lost
1,14,7451.13,good,high,high,VIP
77,4,1793.48,medium,medium,high,Loyal
216,6,945.9300000000001,bad,medium,high,Loyal
589,1,160.75,bad,low,medium,Lost
736,1,87.30000000000001,bad,low,low,Lost
375,1,333.81,bad,low,medium,Lost
32,4,498.53,medium,medium,medium,Loyal
40,11,1894.34,medium,high,high,Loyal
539,5,1529.49,bad,medium,high,Loyal
6,28,8371.98,good,high,high,VIP
52,18,5394.86,medium,high,high,Loyal
22,14,4559.150000000001,good,high,high,VIP
56,1,390.07,medium,low,medium,At Risk
129,6,733.2,bad,medium,high,Loyal
173,4,1060.8,bad,medium,high,Loyal
558,1,395.33,bad,low,medium,Lost
5,11,4073.2400000000002,good,high,high,VIP
311,1,218.52,bad,low,medium,Lost
59,1,81.44,medium,low,low,At Risk
20,6,3175.12,good,medium,high,VIP
597,2,1130.21,bad,low,high,Lost
32,7,2383.67,medium,high,high,Loyal
14,4,1568.63,good,medium,high,Loyal
17,8,6067.8,good,high,high,VIP
602,1,254.0,bad,low,medium,Lost
478,1,296.36,bad,low,medium,Lost
80,1,75.75,medium,low,low,At Risk
5,10,2455.52,good,high,high,VIP
169,2,503.59999999999997,bad,low,high,Lost
1,7,998.49,good,high,high,VIP
30,7,2057.39,good,high,high,VIP
35,9,2361.9700000000003,medium,high,high,Loyal
423,3,1265.58,bad,medium,high,Loyal
18,1,285.56,good,low,medium,At Risk
30,2,547.0600000000001,good,low,high,At Risk
646,2,842.4,bad,low,high,Lost
275,6,615.17,bad,medium,high,Loyal
86,6,3168.94,medium,medium,high,Loyal
119,5,1824.49,bad,medium,high,Loyal
372,2,541.25,bad,low,high,Lost
0,20,6028.6,,high,high,VIP
218,12,4149.79,bad,high,high,Loyal
64,3,331.65999999999997,medium,medium,medium,Loyal
60,5,2216.37,medium,medium,high,Loyal
137,3,1578.89,bad,medium,high,Loyal
20,1,166.08,good,low,medium,At Risk
11,16,5703.52,good,high,high,VIP
24,12,4867.72,good,high,high,VIP
36,4,1207.56,medium,medium,high,Loyal
276,1,117.55,bad,low,medium,Lost
10,9,3652.48,good,high,high,VIP
72,5,1674.69,medium,medium,high,Loyal
429,1,126.0,bad,low,medium,Lost
25,2,595.42,good,low,high,At Risk
16,14,3834.79,good,high,high,VIP
140,2,359.47,bad,low,medium,Lost
661,2,412.92,bad,low,medium,Lost
25,17,5175.83,good,high,high,VIP
18,4,1166.23,good,medium,high,Loyal
492,1,563.1,bad,low,high,Lost
3,5,2047.8,good,medium,high,VIP
65,9,3950.7,medium,high,high,Loyal
0,2,347.75,,low,medium,At Risk
42,10,6142.35,medium,high,high,Loyal
227,1,205.7,bad,low,medium,Lost
15,5,2403.34,good,medium,high,VIP
49,7,5778.63,medium,high,high,Loyal
1,13,4233.58,good,high,high,VIP
73,2,851.7,medium,low,high,At Risk
0,70,38259.6,,high,high,VIP
3,10,2765.84,good,high,high,VIP
1,54,36692.91,good,high,high,VIP
263,2,599.76,bad,low,high,Lost
52,7,3577.61,medium,high,high,Loyal
23,3,497.45,good,medium,medium,Loyal
596,5,731.2,bad,medium,high,Loyal
9,11,4456.78,good,high,high,VIP
385,3,819.01,bad,medium,high,Loyal
43,1,239.41,medium,low,medium,At Risk
16,12,5943.17,good,high,high,VIP
6,9,8296.81,good,high,high,VIP
